"datasetName","decimalLongitude","decimalLatitude","depth","scientificName"
"obis",-81.37917,24.61849,2.1,"Stegastes variabilis"
"obis",-82.9284667,24.616,14.2,"Stegastes variabilis"
"obis",-83.04985,24.58157,27.1,"Stegastes variabilis"
"obis",-82.7850333,24.6608833,8.2,"Stegastes variabilis"
"obis",-80.5506999,24.9508667,4.4,"Stegastes variabilis"
"obis",-81.424617,24.553017,10.8,"Stegastes variabilis"
"obis",-80.8253333,24.7163167,32.9,"Stegastes variabilis"
"obis",-82.94135,24.5911167,14,"Stegastes variabilis"
"obis",-81.7252333,24.4773167,13.9,"Stegastes variabilis"
"obis",-82.814617,24.714033,5.5,"Stegastes variabilis"
"obis",-80.1234,25.414317,20.4,"Stegastes variabilis"
"obis",-80.2666833,25.1380667,6.9,"Stegastes variabilis"
"obis",-83.0078,24.65174,23.5,"Stegastes variabilis"
"obis",-83.07003,24.64842,17.1,"Stegastes variabilis"
"obis",-82.77958,24.6658,11.6,"Stegastes variabilis"
"obis",-82.78542,24.65747,11.3,"Stegastes variabilis"
"obis",-81.82483,24.47356,7.3,"Stegastes variabilis"
"obis",-82.9794,24.7227167,22.9,"Stegastes variabilis"
"obis",-83.054283,24.695333,20.1,"Stegastes variabilis"
"obis",-80.39,25.06733,2.9,"Stegastes variabilis"
"obis",-80.09195,25.57975,20.1,"Stegastes variabilis"
"obis",-80.39475,25.0244,4.7,"Stegastes variabilis"
"obis",-81.6756666,24.4882833,5.3,"Stegastes variabilis"
"obis",-80.3478499,25.0353333,8.1,"Stegastes variabilis"
"obis",-80.132483,25.3849,19.2,"Stegastes variabilis"
"obis",-80.37567,25.06933,2.4,"Stegastes variabilis"
"obis",-81.8775,24.45433,5.5,"Stegastes variabilis"
"obis",-81.7626,24.469083,18.3,"Stegastes variabilis"
"obis",-80.341733,25.111183,2.3,"Stegastes variabilis"
"obis",-83.05628,24.67127,18,"Stegastes variabilis"
"obis",-81.937917,24.449467,8.1,"Stegastes variabilis"
"obis",-80.1331999,25.3845333,13.1,"Stegastes variabilis"
"obis",-81.63167,24.50167,4.6,"Stegastes variabilis"
"obis",-81.8621332,24.4559,8.4,"Stegastes variabilis"
"obis",-81.76185,24.479917,9.1,"Stegastes variabilis"
"obis",-81.8522333,24.4629833,6.6,"Stegastes variabilis"
"obis",-80.1847833,25.2578667,19.4,"Stegastes variabilis"
"obis",-80.2102166,25.21945,11,"Stegastes variabilis"
"obis",-81.749933,24.4706,14.8,"Stegastes variabilis"
"obis",-80.7862666,24.8040834,2.9,"Stegastes variabilis"
"obis",-81.6622833,24.4906167,10.4,"Stegastes variabilis"
"obis",-82.93333,24.6642,17.4,"Stegastes variabilis"
"obis",-80.2205833,25.2102,2.9,"Stegastes variabilis"
"obis",-81.9578166,24.4501667,11,"Stegastes variabilis"
"obis",-83.03263,24.68483,22.4,"Stegastes variabilis"
"obis",-81.5677,24.5112333,4.1,"Stegastes variabilis"
"obis",-80.45226,24.95038,22.9,"Stegastes variabilis"
"obis",-81.68133,24.55417,2.3,"Stegastes variabilis"
"obis",-81.7039999,24.4795167,14.8,"Stegastes variabilis"
"obis",-82.8736,24.5919,11.6,"Stegastes variabilis"
"obis",-81.7208833,24.4778167,13.4,"Stegastes variabilis"
"obis",-83.0491,24.705133,21.2,"Stegastes variabilis"
"obis",-83.03765,24.67923,19.8,"Stegastes variabilis"
"obis",-80.1312999,25.4321667,8.5,"Stegastes variabilis"
"obis",-81.405633,24.551283,2.9,"Stegastes variabilis"
"obis",-81.4079999,24.5454667,7,"Stegastes variabilis"
"obis",-81.9190499,24.4547,10.1,"Stegastes variabilis"
"obis",-83.02165,24.698617,24,"Stegastes variabilis"
"obis",-82.85414,24.62622,20,"Stegastes variabilis"
"obis",-81.8474167,24.4605333,6.4,"Stegastes variabilis"
"obis",-82.82993,24.62216,9.8,"Stegastes variabilis"
"obis",-81.3914,24.6163667,2.6,"Stegastes variabilis"
"obis",-81.6902167,24.4881,7.9,"Stegastes variabilis"
"obis",-82.8200833,24.6537167,5.6,"Stegastes variabilis"
"obis",-83.07749,24.6157,15.2,"Stegastes variabilis"
"obis",-83.05628,24.61532,14,"Stegastes variabilis"
"obis",-80.10713,25.4903,11.1,"Stegastes variabilis"
"obis",-80.1544,25.38013,7.9,"Stegastes variabilis"
"obis",-82.78333,24.66353,10.4,"Stegastes variabilis"
"obis",-82.8569333,24.69785,4.3,"Stegastes variabilis"
"obis",-80.10155,25.5625667,7.3,"Stegastes variabilis"
"obis",-81.8465166,24.4600667,6.9,"Stegastes variabilis"
"obis",-82.84195,24.68833,12.2,"Stegastes variabilis"
"obis",-82.89595,24.6211167,5.3,"Stegastes variabilis"
"obis",-81.3933999,24.6156334,2.4,"Stegastes variabilis"
"obis",-82.828267,24.629967,6.3,"Stegastes variabilis"
"obis",-80.1010832,25.54465,6.4,"Stegastes variabilis"
"obis",-80.1771,25.4464333,3.1,"Stegastes variabilis"
"obis",-83.10301,24.64025,25.6,"Stegastes variabilis"
"obis",-81.30565,24.57445,10.4,"Stegastes variabilis"
"obis",-81.7023333,24.4999167,7,"Stegastes variabilis"
"obis",-82.79645,24.731067,16.5,"Stegastes variabilis"
"obis",-81.10911,24.62701,4.1,"Stegastes variabilis"
"obis",-83.005,24.6573667,30.6,"Stegastes variabilis"
"obis",-80.1485166,25.3736167,8.2,"Stegastes variabilis"
"obis",-81.673817,24.556467,3.4,"Stegastes variabilis"
"obis",-80.1964666,25.40715,3.5,"Stegastes variabilis"
"obis",-82.80317,24.72303,13.4,"Stegastes variabilis"
"obis",-82.8278833,24.7199667,9.4,"Stegastes variabilis"
"obis",-80.1632999,25.3037333,11.1,"Stegastes variabilis"
"obis",-80.302067,25.11505,7.3,"Stegastes variabilis"
"obis",-80.2294666,25.2059,6.1,"Stegastes variabilis"
"obis",-83.037583,24.627483,14.1,"Stegastes variabilis"
"obis",-82.96097,24.60998,11,"Stegastes variabilis"
"obis",-80.3766666,25.012,5.8,"Stegastes variabilis"
"obis",-81.5758,24.5458833,7,"Stegastes variabilis"
"obis",-81.5757,24.5250167,4.7,"Stegastes variabilis"
"obis",-81.48145,24.563733,7.9,"Stegastes variabilis"
"obis",-80.216059,25.258886,3.5,"Stegastes variabilis"
"obis",-81.5993666,24.5019167,19.5,"Stegastes variabilis"
"obis",-81.6284666,24.50075,3.2,"Stegastes variabilis"
"obis",-82.80699,24.72444,16,"Stegastes variabilis"
"obis",-82.8642833,24.69865,11.3,"Stegastes variabilis"
"obis",-81.88645,24.4745167,9.3,"Stegastes variabilis"
"obis",-81.6093833,24.5056834,10.1,"Stegastes variabilis"
"obis",-81.4475,24.54835,6.6,"Stegastes variabilis"
"obis",-81.8990667,24.43975,17.1,"Stegastes variabilis"
"obis",-81.1080332,24.6235167,14.2,"Stegastes variabilis"
"obis",-80.52517,24.90817,7.9,"Stegastes variabilis"
"obis",-80.18633,25.35778,1.7,"Stegastes variabilis"
"obis",-81.8439833,24.4593834,5.5,"Stegastes variabilis"
"obis",-80.49435,24.9226833,23.5,"Stegastes variabilis"
"obis",-80.2181833,25.2608333,4,"Stegastes variabilis"
"obis",-82.9273333,24.6716667,21,"Stegastes variabilis"
"obis",-82.8189667,24.6414833,6.1,"Stegastes variabilis"
"obis",-80.6160666,24.8962834,4.3,"Stegastes variabilis"
"obis",-81.0728332,24.63595,10.2,"Stegastes variabilis"
"obis",-81.58122,24.52352,3.4,"Stegastes variabilis"
"obis",-80.1510833,25.44905,4.9,"Stegastes variabilis"
"obis",-80.09695,25.5906667,3.2,"Stegastes variabilis"
"obis",-81.9295,24.4429,13,"Stegastes variabilis"
"obis",-80.68855,24.796383,16.5,"Stegastes variabilis"
"obis",-82.92912,24.5656,13.1,"Stegastes variabilis"
"obis",-80.4858667,24.92975,20.7,"Stegastes variabilis"
"obis",-81.714417,24.506217,6.7,"Stegastes variabilis"
"obis",-80.13424,25.41033,7.5,"Stegastes variabilis"
"obis",-80.3483166,25.03415,10.2,"Stegastes variabilis"
"obis",-82.93525,24.5635,14.9,"Stegastes variabilis"
"obis",-83.05702,24.61334,13.7,"Stegastes variabilis"
"obis",-82.9465167,24.63155,15.5,"Stegastes variabilis"
"obis",-81.94492,24.44959,12.2,"Stegastes variabilis"
"obis",-81.0443333,24.6855667,3.7,"Stegastes variabilis"
"obis",-80.2702832,25.1229667,22.6,"Stegastes variabilis"
"obis",-80.4109999,24.9901667,7.6,"Stegastes variabilis"
"obis",-81.14199,24.65122,8.7,"Stegastes variabilis"
"obis",-80.3907667,25.07125,3.1,"Stegastes variabilis"
"obis",-82.79155,24.6406333,16.2,"Stegastes variabilis"
"obis",-81.8802,24.4513167,8.2,"Stegastes variabilis"
"obis",-80.36825,25.0166333,8.2,"Stegastes variabilis"
"obis",-81.6906667,24.5255,4.9,"Stegastes variabilis"
"obis",-80.11333,25.475,5.5,"Stegastes variabilis"
"obis",-82.9292833,24.6441667,12.2,"Stegastes variabilis"
"obis",-81.5694499,24.5441833,5.5,"Stegastes variabilis"
"obis",-80.6212833,24.84645,6.6,"Stegastes variabilis"
"obis",-80.4190499,24.9828501,8.5,"Stegastes variabilis"
"obis",-81.6590833,24.4919834,8.8,"Stegastes variabilis"
"obis",-83.03725,24.61055,27.6,"Stegastes variabilis"
"obis",-83.0763167,24.6577667,17.2,"Stegastes variabilis"
"obis",-80.7520333,24.7659,9.3,"Stegastes variabilis"
"obis",-81.6709166,24.5015167,8.2,"Stegastes variabilis"
"obis",-82.80665,24.729417,18.9,"Stegastes variabilis"
"obis",-80.4289499,24.9744667,4.6,"Stegastes variabilis"
"obis",-80.40783,25.01783,2.3,"Stegastes variabilis"
"obis",-81.77294,24.48304,6.7,"Stegastes variabilis"
"obis",-82.92117,24.57383,14.6,"Stegastes variabilis"
"obis",-81.03411,24.64578,17.5,"Stegastes variabilis"
"obis",-82.7957167,24.6398667,5.8,"Stegastes variabilis"
"obis",-82.8367,24.72055,11,"Stegastes variabilis"
"obis",-80.2980833,25.1222167,6.3,"Stegastes variabilis"
"obis",-81.3891833,24.5664167,9.5,"Stegastes variabilis"
"obis",-82.8559667,24.72075,15.2,"Stegastes variabilis"
"obis",-80.2931833,25.1477833,6.1,"Stegastes variabilis"
"obis",-80.11333,25.475,15.4,"Stegastes variabilis"
"obis",-80.84796,24.71185,16.3,"Stegastes variabilis"
"obis",-83.101,24.61958,23.5,"Stegastes variabilis"
"obis",-81.7084833,24.5052167,8.5,"Stegastes variabilis"
"obis",-83.08522,24.65571,16.8,"Stegastes variabilis"
"obis",-83.01635,24.646667,30,"Stegastes variabilis"
"obis",-80.1112332,25.4818,5.8,"Stegastes variabilis"
"obis",-80.1519166,25.4863,5,"Stegastes variabilis"
"obis",-83.02053,24.66255,18.7,"Stegastes variabilis"
"obis",-81.2656332,24.5818333,10.5,"Stegastes variabilis"
"obis",-81.67901,24.47936,10.5,"Stegastes variabilis"
"obis",-80.1395333,25.5012833,5.2,"Stegastes variabilis"
"obis",-83.05753,24.67983,18,"Stegastes variabilis"
"obis",-80.2656832,25.1596833,8.7,"Stegastes variabilis"
"obis",-83.059283,24.609917,15.9,"Stegastes variabilis"
"obis",-83.10237,24.63203,23.9,"Stegastes variabilis"
"obis",-82.8551167,24.69755,6.1,"Stegastes variabilis"
"obis",-80.1538624,25.4407412,3.5,"Stegastes variabilis"
"obis",-82.8719,24.60679,20.9,"Stegastes variabilis"
"obis",-82.869567,24.613533,9.8,"Stegastes variabilis"
"obis",-81.9508,24.47775,8.2,"Stegastes variabilis"
"obis",-80.7598167,24.7518833,13.4,"Stegastes variabilis"
"obis",-83.0256667,24.7141833,30.6,"Stegastes variabilis"
"obis",-80.15123,25.37083,6.7,"Stegastes variabilis"
"obis",-83.099017,24.634067,22.1,"Stegastes variabilis"
"obis",-81.75335,24.4721167,15.9,"Stegastes variabilis"
"obis",-80.9352333,24.6966667,4.6,"Stegastes variabilis"
"obis",-81.7118999,24.4806,5.8,"Stegastes variabilis"
"obis",-81.5209999,24.5581667,8.2,"Stegastes variabilis"
"obis",-83.00975,24.6849,23.3,"Stegastes variabilis"
"obis",-82.8989833,24.6736,8.5,"Stegastes variabilis"
"obis",-81.7194333,24.47735,21.2,"Stegastes variabilis"
"obis",-81.6295999,24.5002667,4,"Stegastes variabilis"
"obis",-81.1938166,24.5991167,14.2,"Stegastes variabilis"
"obis",-80.44045,25.0211167,2.4,"Stegastes variabilis"
"obis",-80.303,25.11183,4.9,"Stegastes variabilis"
"obis",-80.17825,25.38135,4.9,"Stegastes variabilis"
"obis",-80.2602667,25.15455,11.3,"Stegastes variabilis"
"obis",-80.31007,25.07801,18.5,"Stegastes variabilis"
"obis",-75.7855556,9.7794444,11.5,"Stegastes variabilis"
"obis",-81.7265,24.4903833,9.1,"Stegastes variabilis"
"obis",-81.654217,24.490733,24.4,"Stegastes variabilis"
"obis",-82.84566,24.63626,14.2,"Stegastes variabilis"
"obis",-82.970483,24.641317,28.7,"Stegastes variabilis"
"obis",-81.336817,24.559417,23.6,"Stegastes variabilis"
"obis",-80.267683,25.130633,11,"Stegastes variabilis"
"obis",-82.86854,24.65717,6.2,"Stegastes variabilis"
"obis",-80.2225499,25.2029167,11.4,"Stegastes variabilis"
"obis",-80.14835,25.48691,5.2,"Stegastes variabilis"
"obis",-80.98835,24.6629167,11,"Stegastes variabilis"
"obis",-83.01801,24.69927,27.3,"Stegastes variabilis"
"obis",-81.1140332,24.62875,6.4,"Stegastes variabilis"
"obis",-80.2112,25.225,3.1,"Stegastes variabilis"
"obis",-81.8565499,24.4549334,4.1,"Stegastes variabilis"
"obis",-80.1509666,25.4102167,5.5,"Stegastes variabilis"
"obis",-82.7858,24.65775,9.8,"Stegastes variabilis"
"obis",-81.8311167,24.47765,7,"Stegastes variabilis"
"obis",-80.61565,24.90485,3.8,"Stegastes variabilis"
"obis",-80.1483999,25.48505,2.3,"Stegastes variabilis"
"obis",-82.8100667,24.7244333,16.9,"Stegastes variabilis"
"obis",-83.10308,24.64031,26.4,"Stegastes variabilis"
"obis",-80.2936166,25.1472333,2.9,"Stegastes variabilis"
"obis",-80.3906499,25.0738167,2.1,"Stegastes variabilis"
"obis",-82.87341,24.60046,7.9,"Stegastes variabilis"
"obis",-81.5208333,24.5223334,5.8,"Stegastes variabilis"
"obis",-80.61838,24.84863,4.5,"Stegastes variabilis"
"obis",-80.31945,25.13405,3,"Stegastes variabilis"
"obis",-82.92205,24.5568667,18.9,"Stegastes variabilis"
"obis",-81.722855,24.479377,12,"Stegastes variabilis"
"obis",-81.90215,24.47432,10.1,"Stegastes variabilis"
"obis",-80.2031166,25.2299167,8.4,"Stegastes variabilis"
"obis",-80.16092,25.413249,4,"Stegastes variabilis"
"obis",-81.7131499,24.48015,7.8,"Stegastes variabilis"
"obis",-83.07005,24.6433667,16.6,"Stegastes variabilis"
"obis",-82.9312,24.663733,18.7,"Stegastes variabilis"
"obis",-83.0151667,24.6520667,21.6,"Stegastes variabilis"
"obis",-80.4144,24.9875,8.8,"Stegastes variabilis"
"obis",-82.910317,24.680933,14.1,"Stegastes variabilis"
"obis",-80.9636667,24.7015,5.5,"Stegastes variabilis"
"obis",-80.60994,24.90378,3.4,"Stegastes variabilis"
"obis",-81.09136,24.62873,15.1,"Stegastes variabilis"
"obis",-82.80435,24.72624,17.1,"Stegastes variabilis"
"obis",-80.25735,25.2319167,5.2,"Stegastes variabilis"
"obis",-80.7565,24.7655,9.9,"Stegastes variabilis"
"obis",-82.929817,24.610633,8.8,"Stegastes variabilis"
"obis",-81.0405332,24.6942667,4.3,"Stegastes variabilis"
"obis",-80.148983,25.3346,15.1,"Stegastes variabilis"
"obis",-82.94105,24.56527,17.5,"Stegastes variabilis"
"obis",-81.8811999,24.48295,3.5,"Stegastes variabilis"
"obis",-80.1429667,25.48095,5.2,"Stegastes variabilis"
"obis",-82.967317,24.605583,16.2,"Stegastes variabilis"
"obis",-81.6486666,24.5309167,6.1,"Stegastes variabilis"
"obis",-82.810033,24.62835,8.9,"Stegastes variabilis"
"obis",-83.0555,24.67017,18.3,"Stegastes variabilis"
"obis",-81.0510833,24.6865333,6.7,"Stegastes variabilis"
"obis",-80.2248666,25.22115,3.4,"Stegastes variabilis"
"obis",-80.48483,24.93682,9,"Stegastes variabilis"
"obis",-80.26721,25.23518,3.2,"Stegastes variabilis"
"obis",-82.8846,24.7053,16.3,"Stegastes variabilis"
"obis",-82.84895,24.7127667,7.5,"Stegastes variabilis"
"obis",-82.825083,24.63545,6.3,"Stegastes variabilis"
"obis",-81.8407166,24.4622167,3.1,"Stegastes variabilis"
"obis",-81.83593,24.48659,7.6,"Stegastes variabilis"
"obis",-80.70325,24.7821334,21.8,"Stegastes variabilis"
"obis",-80.3621999,25.0239667,12,"Stegastes variabilis"
"obis",-83.01495,24.66853,19.2,"Stegastes variabilis"
"obis",-82.78797,24.72215,14.6,"Stegastes variabilis"
"obis",-80.5507833,24.9337167,5.2,"Stegastes variabilis"
"obis",-83.03968,24.61218,22.6,"Stegastes variabilis"
"obis",-81.7570999,24.48435,9.1,"Stegastes variabilis"
"obis",-82.96125,24.55768,22.3,"Stegastes variabilis"
"obis",-80.9567833,24.69785,5.3,"Stegastes variabilis"
"obis",-81.4036333,24.54645,7,"Stegastes variabilis"
"obis",-81.8947499,24.44075,20.4,"Stegastes variabilis"
"obis",-82.9890333,24.6790333,26.4,"Stegastes variabilis"
"obis",-82.84262,24.63393,3.7,"Stegastes variabilis"
"obis",-80.3041333,25.1122667,5,"Stegastes variabilis"
"obis",-81.3757999,24.6169334,4,"Stegastes variabilis"
"obis",-80.2556167,25.1673167,13.4,"Stegastes variabilis"
"obis",-82.9410167,24.6111167,13.4,"Stegastes variabilis"
"obis",-81.40433,24.54683,5.7,"Stegastes variabilis"
"obis",-83.04206,24.61957,18.6,"Stegastes variabilis"
"obis",-80.43957,24.9883,5.7,"Stegastes variabilis"
"obis",-80.37567,25.06933,3.4,"Stegastes variabilis"
"obis",-80.9617666,24.6738333,5.2,"Stegastes variabilis"
"obis",-80.1767832,25.4444667,2.4,"Stegastes variabilis"
"obis",-83.03051,24.6489,17.1,"Stegastes variabilis"
"obis",-83.0876833,24.6120667,17.7,"Stegastes variabilis"
"obis",-82.83127,24.72269,19.2,"Stegastes variabilis"
"obis",-82.8759833,24.6707667,13.7,"Stegastes variabilis"
"obis",-83.0764,24.60425,23.2,"Stegastes variabilis"
"obis",-81.584817,24.55125,5,"Stegastes variabilis"
"obis",-80.96,24.6884,5.6,"Stegastes variabilis"
"obis",-81.8553499,24.4559834,5.5,"Stegastes variabilis"
"obis",-80.52002,24.90811,23.5,"Stegastes variabilis"
"obis",-80.3253,25.1027167,3.8,"Stegastes variabilis"
"obis",-80.19658,25.23518,20.6,"Stegastes variabilis"
"obis",-82.90142,24.63736,4.2,"Stegastes variabilis"
"obis",-81.8146166,24.4668167,8.1,"Stegastes variabilis"
"obis",-83.100267,24.612567,30.9,"Stegastes variabilis"
"obis",-82.82663,24.71817,9.8,"Stegastes variabilis"
"obis",-83.1033167,24.6346,28,"Stegastes variabilis"
"obis",-83.0854833,24.5982167,27.1,"Stegastes variabilis"
"obis",-81.6217166,24.5118167,5.9,"Stegastes variabilis"
"obis",-81.37657,24.55047,17.8,"Stegastes variabilis"
"obis",-80.3036,25.1100333,7.5,"Stegastes variabilis"
"obis",-80.24553,25.17985,12.1,"Stegastes variabilis"
"obis",-80.09362,25.62107,12.2,"Stegastes variabilis"
"obis",-82.85175,24.72235,19.1,"Stegastes variabilis"
"obis",-80.3640833,25.0302833,8.4,"Stegastes variabilis"
"obis",-80.2688667,25.1528667,7.6,"Stegastes variabilis"
"obis",-82.84577,24.65972,3.7,"Stegastes variabilis"
"obis",-81.6318,24.50925,4.6,"Stegastes variabilis"
"obis",-80.1322376,25.3852566,16.2,"Stegastes variabilis"
"obis",-80.5494666,24.93375,6.1,"Stegastes variabilis"
"obis",-81.86329,24.45707,7.8,"Stegastes variabilis"
"obis",-81.7929833,24.4661833,15.5,"Stegastes variabilis"
"obis",-80.1216499,25.5034334,6.4,"Stegastes variabilis"
"obis",-82.8333833,24.6873167,5,"Stegastes variabilis"
"obis",-81.9303,24.454783,8.1,"Stegastes variabilis"
"obis",-82.8717333,24.59915,12.5,"Stegastes variabilis"
"obis",-82.9612167,24.56785,22.7,"Stegastes variabilis"
"obis",-80.1711667,25.3827,4.1,"Stegastes variabilis"
"obis",-80.2064666,25.2836833,6.6,"Stegastes variabilis"
"obis",-80.4581,24.95333,7.5,"Stegastes variabilis"
"obis",-80.5488166,24.9349501,6.4,"Stegastes variabilis"
"obis",-80.9111999,24.6997667,7.8,"Stegastes variabilis"
"obis",-81.11,24.628,5.5,"Stegastes variabilis"
"obis",-80.28433,25.20667,2.1,"Stegastes variabilis"
"obis",-80.2580166,25.22025,1.5,"Stegastes variabilis"
"obis",-83.0629333,24.6784,17.8,"Stegastes variabilis"
"obis",-81.57222,24.53936,7,"Stegastes variabilis"
"obis",-80.0986332,25.5661334,14,"Stegastes variabilis"
"obis",-80.2975,25.12333,5.6,"Stegastes variabilis"
"obis",-80.0905,25.63919,18.9,"Stegastes variabilis"
"obis",-80.1113581,25.5166858,6.9,"Stegastes variabilis"
"obis",-81.1118499,24.6223333,15.2,"Stegastes variabilis"
"obis",-82.8564333,24.6401667,11.6,"Stegastes variabilis"
"obis",-81.6729166,24.4895667,5.2,"Stegastes variabilis"
"obis",-81.6713999,24.4900667,5.6,"Stegastes variabilis"
"obis",-81.7209666,24.5051,5.2,"Stegastes variabilis"
"obis",-83.0529,24.59125,26.2,"Stegastes variabilis"
"obis",-80.1886832,25.3612167,3.8,"Stegastes variabilis"
"obis",-80.322533,25.06405,13.7,"Stegastes variabilis"
"obis",-82.92385,24.6794167,16,"Stegastes variabilis"
"obis",-80.1414832,25.3537667,17.8,"Stegastes variabilis"
"obis",-81.0232332,24.6495501,14.3,"Stegastes variabilis"
"obis",-83.08822,24.64242,17.1,"Stegastes variabilis"
"obis",-82.8712,24.610933,9,"Stegastes variabilis"
"obis",-80.41581,24.98494,8.1,"Stegastes variabilis"
"obis",-81.5948832,24.5027834,18.6,"Stegastes variabilis"
"obis",-81.2643167,24.5820333,10.5,"Stegastes variabilis"
"obis",-82.8454,24.7082167,4.7,"Stegastes variabilis"
"obis",-80.45958,24.95189,5.9,"Stegastes variabilis"
"obis",-81.8553333,24.4531334,14.5,"Stegastes variabilis"
"obis",-81.84518,24.46192,1.5,"Stegastes variabilis"
"obis",-82.8847833,24.7054833,15.1,"Stegastes variabilis"
"obis",-80.0947332,25.5664167,13.6,"Stegastes variabilis"
"obis",-83.0621,24.69402,24.4,"Stegastes variabilis"
"obis",-81.1291,24.6229,8.1,"Stegastes variabilis"
"obis",-80.75605,24.7551167,13.1,"Stegastes variabilis"
"obis",-83.067067,24.61615,16.4,"Stegastes variabilis"
"obis",-81.8785666,24.4849167,5.3,"Stegastes variabilis"
"obis",-80.2951,25.183033,4.9,"Stegastes variabilis"
"obis",-80.80167,24.73059,14.6,"Stegastes variabilis"
"obis",-81.29895,24.5742333,8.2,"Stegastes variabilis"
"obis",-80.28817,25.1545,4.6,"Stegastes variabilis"
"obis",-83.0460833,24.6398833,14.9,"Stegastes variabilis"
"obis",-80.206,25.28383,3.7,"Stegastes variabilis"
"obis",-80.1632667,25.3289667,8.7,"Stegastes variabilis"
"obis",-80.2168332,25.254,3.7,"Stegastes variabilis"
"obis",-82.967933,24.606967,13.7,"Stegastes variabilis"
"obis",-81.9190499,24.4547,10.4,"Stegastes variabilis"
"obis",-80.4617,24.94744,9.9,"Stegastes variabilis"
"obis",-81.6801166,24.5555667,3.8,"Stegastes variabilis"
"obis",-80.1711,25.329217,10.8,"Stegastes variabilis"
"obis",-83.076983,24.64055,15.5,"Stegastes variabilis"
"obis",-80.5428332,24.9652334,3.5,"Stegastes variabilis"
"obis",-80.1400999,25.41745,9.6,"Stegastes variabilis"
"obis",-80.3056167,25.0936,9,"Stegastes variabilis"
"obis",-82.9282333,24.56625,13.3,"Stegastes variabilis"
"obis",-81.22595,24.59543,9.1,"Stegastes variabilis"
"obis",-82.785233,24.664183,9.6,"Stegastes variabilis"
"obis",-82.99595,24.70348,22.6,"Stegastes variabilis"
"obis",-82.88369,24.71135,13.3,"Stegastes variabilis"
"obis",-82.9066,24.6964333,12.3,"Stegastes variabilis"
"obis",-82.95695,24.6044333,12.7,"Stegastes variabilis"
"obis",-80.39365,25.0250333,4.7,"Stegastes variabilis"
"obis",-82.9101833,24.5906833,8.4,"Stegastes variabilis"
"obis",-81.8712833,24.4512667,14,"Stegastes variabilis"
"obis",-82.99505,24.6789,25,"Stegastes variabilis"
"obis",-80.2591499,25.1393667,9.8,"Stegastes variabilis"
"obis",-80.3630667,25.0219,11.1,"Stegastes variabilis"
"obis",-82.8587333,24.6375,12.8,"Stegastes variabilis"
"obis",-82.80516,24.72624,17.6,"Stegastes variabilis"
"obis",-80.4190166,24.9771334,16.6,"Stegastes variabilis"
"obis",-83.008167,24.686867,16.1,"Stegastes variabilis"
"obis",-81.70851,24.48062,8.2,"Stegastes variabilis"
"obis",-81.09141,24.62871,14.9,"Stegastes variabilis"
"obis",-82.92723,24.58179,14.3,"Stegastes variabilis"
"obis",-80.3608,25.05033,3.7,"Stegastes variabilis"
"obis",-80.3630833,25.0336833,10.4,"Stegastes variabilis"
"obis",-81.60981,24.53175,4.8,"Stegastes variabilis"
"obis",-80.35147,25.03792,2.4,"Stegastes variabilis"
"obis",-81.674233,24.55635,3.7,"Stegastes variabilis"
"obis",-82.84075,24.6438833,8.2,"Stegastes variabilis"
"obis",-80.4144,24.9875,14,"Stegastes variabilis"
"obis",-80.3073,25.10765,7.8,"Stegastes variabilis"
"obis",-82.97155,24.600833,16.8,"Stegastes variabilis"
"obis",-80.2280999,25.2992833,2.4,"Stegastes variabilis"
"obis",-82.866467,24.7113,9.9,"Stegastes variabilis"
"obis",-81.90729,24.43683,21.9,"Stegastes variabilis"
"obis",-82.9815,24.6940333,27.3,"Stegastes variabilis"
"obis",-81.4043666,24.5459333,7.8,"Stegastes variabilis"
"obis",-82.861383,24.703817,8.6,"Stegastes variabilis"
"obis",-80.37567,25.06933,3.7,"Stegastes variabilis"
"obis",-81.41918,24.54652,10.4,"Stegastes variabilis"
"obis",-80.0898833,25.7183,16.5,"Stegastes variabilis"
"obis",-81.2184,24.63065,11.3,"Stegastes variabilis"
"obis",-80.6868,24.8091,7.3,"Stegastes variabilis"
"obis",-82.93095,24.64285,8.6,"Stegastes variabilis"
"obis",-80.54765,24.93734,5.5,"Stegastes variabilis"
"obis",-80.5053333,24.9235833,6.6,"Stegastes variabilis"
"obis",-82.8389167,24.6946167,3.4,"Stegastes variabilis"
"obis",-80.54895,24.93525,5.6,"Stegastes variabilis"
"obis",-81.5262166,24.5208,10.8,"Stegastes variabilis"
"obis",-81.6711666,24.4888334,9.5,"Stegastes variabilis"
"obis",-80.4222167,24.9999167,4.7,"Stegastes variabilis"
"obis",-81.69845,24.4967333,9.3,"Stegastes variabilis"
"obis",-83.0209,24.6394667,25,"Stegastes variabilis"
"obis",-81.9244166,24.4456834,8.2,"Stegastes variabilis"
"obis",-81.664,24.49133,5.9,"Stegastes variabilis"
"obis",-80.2603667,25.1543833,11.1,"Stegastes variabilis"
"obis",-82.9138167,24.5731167,11.3,"Stegastes variabilis"
"obis",-83.088267,24.659817,21.2,"Stegastes variabilis"
"obis",-81.5941333,24.5456667,3.2,"Stegastes variabilis"
"obis",-80.98351,24.66158,18.3,"Stegastes variabilis"
"obis",-82.8632333,24.6191,19.1,"Stegastes variabilis"
"obis",-80.12735,25.41921,2.9,"Stegastes variabilis"
"obis",-81.6732499,24.4894834,4.3,"Stegastes variabilis"
